X;Y
511;[-0.80688423 -1.63672951]
512;[-0.79757652 -1.65274258]
513;[-0.78818933 -1.66891917]
514;[-0.77872451 -1.68525622]
515;[-0.76918413 -1.70175024]
516;[-0.75957049 -1.71839731]
517;[-0.74988613 -1.73519311]
518;[-0.74013385 -1.75213286]
519;[-0.73031665 -1.76921139]
520;[-0.72043777 -1.78642314]
521;[-0.71050068 -1.80376214]
522;[-0.70050907 -1.82122206]
523;[-0.69046683 -1.83879625]
524;[-0.68037806 -1.8564777 ]
525;[-0.67024701 -1.87425915]
526;[-0.66007815 -1.89213307]
527;[-0.64987606 -1.9100917 ]
528;[-0.63964551 -1.92812709]
529;[-0.62939137 -1.94623116]
530;[-0.61911863 -1.96439566]
531;[-0.60883238 -1.9826123 ]
532;[-0.59853779 -2.0008727 ]
533;[-0.58824012 -2.01916848]
534;[-0.57794467 -2.03749127]
535;[-0.56765679 -2.05583271]
536;[-0.55738187 -2.07418455]
537;[-0.54712533 -2.09253859]
538;[-0.53689259 -2.11088676]
539;[-0.52668908 -2.12922113]
540;[-0.51652026 -2.14753392]
541;[-0.50639153 -2.1658175 ]
542;[-0.49630832 -2.18406444]
543;[-0.48627603 -2.20226751]
544;[-0.47630003 -2.22041967]
545;[-0.46638568 -2.2385141 ]
546;[-0.45653828 -2.2565442 ]
547;[-0.44676315 -2.27450361]
548;[-0.43706552 -2.29238618]
549;[-0.42745061 -2.310186  ]
550;[-0.41792362 -2.3278974 ]
551;[-0.40848967 -2.34551495]
552;[-0.39915386 -2.36303345]
553;[-0.38992125 -2.38044795]
554;[-0.38079683 -2.39775372]
555;[-0.37178554 -2.41494628]
556;[-0.3628923  -2.43202138]
557;[-0.35412193 -2.448975  ]
558;[-0.3454792  -2.46580335]
559;[-0.33696883 -2.48250287]
560;[-0.32859545 -2.49907022]
561;[-0.32036361 -2.5155023 ]
562;[-0.31227779 -2.53179621]
563;[-0.30434238 -2.54794927]
564;[-0.29656166 -2.56395903]
565;[-0.28893983 -2.57982322]
566;[-0.28148097 -2.59553982]
567;[-0.27418903 -2.61110696]
568;[-0.26706787 -2.62652302]
569;[-0.26012119 -2.64178654]
570;[-0.25335256 -2.65689626]
571;[-0.24676541 -2.67185112]
572;[-0.24036303 -2.68665022]
573;[-0.23414852 -2.70129286]
574;[-0.22812484 -2.71577848]
575;[-0.22229479 -2.7301067 ]
576;[-0.21666097 -2.74427731]
577;[-0.2112258  -2.75829022]
578;[-0.20599155 -2.77214552]
579;[-0.20096028 -2.78584341]
580;[-0.19613385 -2.79938423]
581;[-0.19151396 -2.81276843]
582;[-0.1871021  -2.82599658]
583;[-0.18289958 -2.83906937]
584;[-0.17890751 -2.85198755]
585;[-0.17512682 -2.86475199]
586;[-0.17155827 -2.87736362]
587;[-0.16820241 -2.88982344]
588;[-0.16505963 -2.90213251]
589;[-0.16213015 -2.91429195]
590;[-0.15941402 -2.92630292]
591;[-0.15691113 -2.9381666 ]
592;[-0.15462122 -2.94988423]
593;[-0.1525439  -2.96145703]
594;[-0.1506786  -2.97288626]
595;[-0.14902466 -2.98417318]
596;[-0.14758128 -2.99531905]
597;[-0.14634755 -3.00632511]
598;[-0.14532246 -3.0171926 ]
599;[-0.1445049  -3.02792273]
600;[-0.14389368 -3.03851672]
601;[-0.1434875  -3.04897572]
602;[-0.14328505 -3.05930088]
603;[-0.14328489 -3.0694933 ]
604;[-0.14348559 -3.07955406]
605;[-0.14388563 -3.0894842 ]
606;[-0.14448348 -3.09928469]
